coid,tic,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,1ethnicity (from boardex),ceo_name,2DirectorName,2First,2Last,3FirstName,3LastName,1ceo_race(black),2BE,3RoleType,3RoleName,3Seniority,2020_Active,2020_Active_May26_Dec31,2020_CEO_Change,2020_2CEOs,2Female,2Gender,2AnnDate,2EndDate,3DateStartRole,3DateEndRole,X3num,X3CompanyID,X3DirectorID,2num,2permno,2Confounded,2Interim
263,ATO,ATMOS ENERGY CORP,NA,ATMOS ENERGY CORP,4383,0,CAUCASIAN/WHITE,John Akers,,,,John,Akers,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/19,NA,37,2963,806085,NA,NA,NA,NA
264,CBRE,CBRE GROUP INC,NA,CBRE GROUP INC (CB Richard Ellis Group Inc prior to 10/2011),260774,0,CAUCASIAN/WHITE,Bob Sulentic,,,,Bob,Sulentic,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/1/12,11/17/23,70,6083,272769,NA,NA,NA,NA
265,CE,CELANESE CORP,NA,NA,162254,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,CMA,COMERICA INC,NA,NA,3231,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,CPRT,COPART INC,NA,COPART INC,29901,0,CAUCASIAN/WHITE,Jay Adair,,,,Jay,Adair,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/12/10,4/1/22,100,7852,183351,NA,NA,NA,NA
268,FLS,FLOWSERVE CORP,NA,FLOWSERVE CORP,4108,0,CAUCASIAN/WHITE,Robert Rowe,,,,Robert,Rowe,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/17,NA,187,12153,1304182,NA,NA,NA,NA
269,INVH,INVITATION HOMES INC,NA,INVITATION HOMES INC,30004,0,CAUCASIAN/WHITE,Dallas Tanner,,,,Dallas,Tanner,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/16/19,3/1/23,242,2607907,1862251,NA,NA,NA,NA
270,J,JACOBS ENGINEERING GROUP INC,NA,JACOBS SOLUTIONS INC (Jacobs Engineering Group Inc prior to 08/2022),6216,0,CAUCASIAN/WHITE,Steve Demetriou,,,,Steve,Demetriou,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/28/16,1/24/23,253,17251,349932,NA,NA,NA,NA
271,KMB,KIMBERLY-CLARK CORP,NA,NA,6435,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,LUV,SOUTHWEST AIRLINES,NA,SOUTHWEST AIRLINES CO,9882,0,CAUCASIAN/WHITE,Gary Kelly,,,,Gary,Kelly,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/10/17,2/1/22,289,28696,44881,NA,NA,NA,NA
273,MCK,MCKESSON CORP,NA,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),7171,0,CAUCASIAN/WHITE,Doctor Brian Tyler,,,,Brian,Tyler,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/19,NA,301,19966,509859,NA,NA,NA,NA
274,MTCH,MATCH GROUP INC,NA,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),26061,1,INDIAN/SOUTH ASIAN,Joey Levin,,,,Joey,Levin,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/24/15,6/30/20,329,32019,641282,NA,NA,NA,NA
275,PXD,PIONEER NATURAL RESOURCES CO,NA,PIONEER NATURAL RESOURCES CO,14359,0,CAUCASIAN/WHITE,Scott Sheffield,,,,Scott,Sheffield,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/21/19,1/1/21,404,24506,66062,NA,NA,NA,NA
276,T,AT&T INC,NA,AT&T INC (SBC Communications Inc prior to 11/2005),9899,0,CAUCASIAN/WHITE,Randall Stephenson Jr,,,,Randall,Stephenson Jr,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/1/19,7/1/20,450,27163,33072,NA,NA,NA,NA
277,TXN,TEXAS INSTRUMENTS INC,NA,TEXAS INSTRUMENTS INC,10499,0,CAUCASIAN/WHITE,Rich Templeton,,,,Rich,Templeton,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/17/18,4/1/23,469,30509,13520,NA,NA,NA,NA
278,XOM,EXXON MOBIL CORP,NA,EXXON MOBIL CORP,4503,0,CAUCASIAN/WHITE,Darren Woods,,,,Darren,Woods,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/17,NA,513,11430,1253894,NA,NA,NA,NA
279,NKE,NIKE INC -CL B,NA,NA,7906,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,IDXX,IDEXX LABS INC,NA,IDEXX LABORATORIES INC,24197,0,CAUCASIAN/WHITE,Jonathan Mazelsky,,,,Jonathan,Mazelsky,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/23/19,NA,232,15486,1254756,NA,NA,NA,NA
281,AWK,AMERICAN WATER WORKS CO INC,NA,NA,179437,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,CPB,CAMPBELL SOUP CO,NA,CAMPBELL SOUP CO,2663,0,CAUCASIAN/WHITE,Mark Clouse,,,,Mark,Clouse,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/22/19,NA,99,5620,1122227,NA,NA,NA,NA
283,KEY,KEYCORP,NA,KEYCORP,9783,0,CAUCASIAN/WHITE,Beth Mooney,,,,Beth,Mooney,NA,NA,CEO,Chairman/President/CEO,Executive Director,1,0,NA,NA,NA,NA,NA,NA,5/1/11,5/1/20,263,17862,50551,NA,NA,NA,NA
284,PGR,PROGRESSIVE CORP-OHIO,NA,PROGRESSIVE CORP (OHIO),13341,0,CAUCASIAN/WHITE,Tricia Griffith,,,,Tricia,Griffith,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/16,NA,380,25199,40291,NA,NA,NA,NA
285,PH,PARKER-HANNIFIN CORP,NA,PARKER-HANNIFIN CORP,8358,0,CAUCASIAN/WHITE,Tom Williams,,,,Tom,Williams,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/16,1/1/23,382,23834,502142,NA,NA,NA,NA
286,SHW,SHERWIN-WILLIAMS CO,NA,SHERWIN-WILLIAMS CO,9667,0,CAUCASIAN/WHITE,John Morikis,,,,John,Morikis,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/1/19,3/12/21,433,27786,60662,NA,NA,NA,NA
287,TDG,TRANSDIGM GROUP INC,NA,TRANSDIGM GROUP INC,148349,0,CAUCASIAN/WHITE,Doctor Kevin Stein,,,,Kevin,Stein,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/26/18,NA,453,818089,895408,NA,NA,NA,NA
288,MRK,MERCK & CO,Merck,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),7257,1,BLACK/AFRICAN AMERICAN,Kenneth Frazier,,,,Ken,Frazier,NA,1,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,0,M,11/30/10,NA,12/1/11,4/1/21,319,27219,31551,77,22752,0,0
289,IBM,INTL BUSINESS MACHINES CORP,NA,NA,6066,1,INDIAN/SOUTH ASIAN,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,MA,MASTERCARD INC,NA,NA,160225,1,INDIAN/SOUTH ASIAN,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,PEP,PEPSICO INC,NA,PEPSICO INC,8479,1,HISPANIC/LATIN AMERICAN,Ramon Laguarta,,,,Ramon,Laguarta,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/19,NA,377,24151,1304732,NA,NA,NA,NA
292,REGN,REGENERON PHARMACEUTICALS,NA,REGENERON PHARMACEUTICALS INC,23812,0,CAUCASIAN/WHITE,Doctor Len Schleifer,,,,Len,Schleifer,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/94,6/9/23,412,25954,201093,NA,NA,NA,NA
293,XYL,XYLEM INC,NA,XYLEM INC,189491,0,CAUCASIAN/WHITE,Patrick Decker,,,,Patrick,Decker,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/17/14,12/31/23,517,1731107,598774,NA,NA,NA,NA
294,DD,DUPONT DE NEMOURS INC,NA,NA,4060,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,INCY,INCYTE CORP,NA,INCYTE CORP (Incyte Genomics prior to 03/2003),29127,0,PREFER NOT TO DISCLOSE,Herve Hoppenot,,,,Herve,Hoppenot,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/22/15,6/5/23,236,15783,1249099,NA,NA,NA,NA
296,DTE,DTE ENERGY CO,NA,DTE ENERGY CO,3897,0,CAUCASIAN/WHITE,Jerry Norcia,,,,Jerry,Norcia,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/19,5/5/22,137,9693,534436,NA,NA,NA,NA
297,F,FORD MOTOR CO,NA,FORD MOTOR CO,4839,0,CAUCASIAN/WHITE,Jim Hackett,,,,Jim,Hackett,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/22/17,10/1/20,176,12262,34156,NA,NA,NA,NA
298,GM,GENERAL MOTORS CO,NA,GENERAL MOTORS CO,5073,0,CAUCASIAN/WHITE,Mary Barra,,,,Mary,Barra,NA,NA,CEO,Chair/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/4/16,NA,202,1673114,892349,NA,NA,NA,NA
299,MAS,MASCO CORP,NA,MASCO CORP,7085,0,CAUCASIAN/WHITE,Keith Allman,,,,Keith,Allman,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/14/14,NA,298,19758,1135450,NA,NA,NA,NA
300,AOS,SMITH (A.O.),NA,SMITH (AO) CORP,9771,0,CAUCASIAN/WHITE,Kevin Wheeler,,,,Kevin,Wheeler,NA,NA,CEO,President/CEO,Executive Director,1,0,NA,NA,NA,NA,NA,NA,9/1/18,5/1/20,32,28304,1302544,NA,NA,NA,NA
301,ROK,ROCKWELL AUTOMATION,NA,ROCKWELL AUTOMATION INC,9203,0,CAUCASIAN/WHITE,Blake Moret,,,,Blake,Moret,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/18,NA,420,26468,1108705,NA,NA,NA,NA
302,WEC,WEC ENERGY GROUP INC,NA,WEC ENERGY GROUP INC (Wisconsin Energy Corp prior to 06/2015),11550,0,CAUCASIAN/WHITE,Kevin Fletcher,,,,Kevin,Fletcher,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/19,2/1/22,499,33607,885203,NA,NA,NA,NA
303,CHD,CHURCH & DWIGHT INC,NA,CHURCH & DWIGHT CO INC,3026,0,CAUCASIAN/WHITE,Matthew Farrell,,,,Matthew,Farrell,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/2/19,NA,80,6779,336620,NA,NA,NA,NA
304,AMP,AMERIPRISE FINANCIAL INC,NA,AMERIPRISE FINANCIAL INC,164708,0,CAUCASIAN/WHITE,Jim Cracchiolo,,,,Jim,Cracchiolo,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/30/05,NA,28,667645,33676,NA,NA,NA,NA
305,BBY,BEST BUY CO INC,Best Buy,BEST BUY CO INC,2184,0,CAUCASIAN/WHITE,Corie Barry,Bradbury Anderson,Bradbury,Anderson,Corie,Barry,NA,0,CEO,CEO,Executive Director,,1,NA,NA,0,M,2/25/02,NA,6/11/19,NA,50,4118,1713009,48,85914,0,0
306,CHRW,C H ROBINSON WORLDWIDE INC,NA,CH ROBINSON WORLDWIDE INC,65609,0,CAUCASIAN/WHITE,Bob Biesterfeld Jr,,,,Bob,Biesterfeld Jr,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/9/19,12/31/22,81,6438,1656763,NA,NA,NA,NA
307,GIS,GENERAL MILLS INC,General Mills,GENERAL MILLS INC,5071,0,CAUCASIAN/WHITE,Jeffrey Harmening,,,,Jeffrey,Harmening,NA,0,CEO,Chairman/CEO,Executive Director,,1,NA,NA,0,M,5/3/17,NA,1/1/18,NA,199,13034,988199,65,17144,0,0
308,TGT,TARGET CORP,NA,TARGET CORP,3813,0,CAUCASIAN/WHITE,Bill Andres,,,,Bill,Andres,NA,NA,CEO,Chairman/CEO,Executive Director,,,NA,NA,NA,NA,NA,NA,NA,NA,458,29978,34696,NA,NA,NA,NA
308,TGT,TARGET CORP,NA,TARGET CORP,3813,0,CAUCASIAN/WHITE,Brian Cornell,,,,Brian,Cornell,NA,NA,CEO,Chair/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/12/14,NA,459,29978,310363,NA,NA,NA,NA
309,UNH,UNITEDHEALTH GROUP INC,NA,UNITEDHEALTH GROUP INC,10903,0,CAUCASIAN/WHITE,Dave Wichmann,,,,Dave,Wichmann,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/1/17,2/4/21,476,32107,333999,NA,NA,NA,NA
310,USB,US BANCORP,NA,US BANCORP,4723,0,CAUCASIAN/WHITE,Andy Cecere,,,,Andy,Cecere,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/17/18,NA,481,31946,34167,NA,NA,NA,NA
311,XEL,XCEL ENERGY INC,NA,NA,7977,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,ADI,ANALOG DEVICES INC,NA,ANALOG DEVICES INC,1632,0,CAUCASIAN/WHITE,Vincent Roche,,,,Vincent,Roche,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/6/13,3/9/22,9,2145,35469,NA,NA,NA,NA
313,AKAM,AKAMAI TECHNOLOGIES INC,NA,AKAMAI TECHNOLOGIES INC,125595,0,CAUCASIAN/WHITE,Doctor Tom Leighton,,,,Tom,Leighton,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/13,NA,19,1221,183176,NA,NA,NA,NA
314,BIIB,BIOGEN INC,NA,BIOGEN INC (Biogen Idec Inc prior to 03/2015),24468,0,CAUCASIAN/WHITE,Michel Vounatsos,,,,Michel,Vounatsos,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/6/17,11/14/22,53,440155,1694109,NA,NA,NA,NA
315,BSX,BOSTON SCIENTIFIC CORP,NA,BOSTON SCIENTIFIC CORP,25279,0,CAUCASIAN/WHITE,Mike Mahoney,,,,Mike,Mahoney,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/3/16,NA,61,4865,879252,NA,NA,NA,NA
316,HOLX,HOLOGIC INC,NA,HOLOGIC INC,20904,0,CAUCASIAN/WHITE,Steve MacMillan,,,,Steve,MacMillan,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/16/15,NA,220,14967,41481,NA,NA,NA,NA
317,KDP,KEURIG DR PEPPER INC,NA,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),28877,0,CAUCASIAN/WHITE,Bob Gamgort Jr,,,,Bob,Gamgort Jr,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/13/19,7/29/22,262,1057037,989294,NA,NA,NA,NA
318,MRNA,MODERNA INC,NA,MODERNA INC,34410,0,CAUCASIAN/WHITE,Stephane Bancel,,,,Stephane,Bancel,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/7/18,NA,320,2959246,507530,NA,NA,NA,NA
319,PKI,PERKINELMER INC,NA,PARKLAND CORP (Parkland Fuel Corp prior to 05/2020),4145,1,INDIAN/SOUTH ASIAN,Prahlad Singh,,,,Prahlad,Singh,0,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/1/19,NA,385,1719568,1248755,NA,NA,NA,NA
320,PODD,INSULET CORP,NA,INSULET CORPORATION,177227,0,CAUCASIAN/WHITE,Shacey Petrovic,,,,Shacey,Petrovic,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,6/1/22,392,862492,1519215,NA,NA,NA,NA
321,RTN,RAYTHEON CO,Raytheon,NA,8972,0,CAUCASIAN/WHITE,Hansel Tookes,,,,Hansel,Tookes,NA,1,CEO,NA,NA,,NA,NA,NA,0,M,9/8/99,NA,NA,NA,NA,NA,NA,87,24942,1,0
322,RTX,RAYTHEON TECHNOLOGIES CORP,NA,NA,10983,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,TER,TERADYNE INC,NA,TERADYNE INC,10453,0,CAUCASIAN/WHITE,Mark Jagiela,,,,Mark,Jagiela,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/14,7/1/22,454,30437,488571,NA,NA,NA,NA
324,TJX,TJX COS INC (THE),NA,TJX COS INC,11672,0,CAUCASIAN/WHITE,Ernie Herrman,,,,Ernie,Herrman,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/31/16,NA,460,30801,540575,NA,NA,NA,NA
325,TMO,THERMO FISHER SCIENTIFIC INC,NA,NA,10530,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,ARE,ALEXANDRIA R E EQUITIES INC,NA,NA,64821,0,CAUCASIAN/WHITE,Peter Moglia,,,,Peter,Moglia,0,NA,CEO,Co-CEO/CIO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/18,NA,36,72259,1206037,NA,NA,NA,NA
326,ARE,ALEXANDRIA R E EQUITIES INC,NA,NA,64821,0,CAUCASIAN/WHITE,Stephen Richardson,,,,Stephen,Richardson,0,NA,CEO,Co-CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/18,7/1/22,36,72259,1206037,NA,NA,NA,NA
327,ATVI,ACTIVISION BLIZZARD INC,NA,ACTIVISION BLIZZARD INC (De-listed 10/2023),180405,0,CAUCASIAN/WHITE,Bobby Kotick,,,,Bobby,Kotick,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/26/17,10/13/23,38,725,69696,NA,NA,NA,NA
328,AVY,AVERY DENNISON CORP,NA,AVERY DENNISON CORP,1913,0,CAUCASIAN/WHITE,Mitch Butier,,,,Mitch,Butier,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/25/19,2/28/22,41,3210,530989,NA,NA,NA,NA
329,DIS,DISNEY (WALT) CO,NA,NA,3980,0,CAUCASIAN/WHITE,NA,,,,NA,NA,NA,NA,CEO,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,EIX,EDISON INTERNATIONAL,NA,EDISON INTERNATIONAL,9846,1,HISPANIC/LATIN AMERICAN,Pedro Pizarro,,,,Pedro,Pizarro,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/30/16,NA,151,10130,791001,NA,NA,NA,NA
331,LYV,LIVE NATION ENTERTAINMENT,NA,LIVE NATION ENTERTAINMENT INC (Live Nation Inc prior to 01/2010),165746,0,CAUCASIAN/WHITE,Michael Rapino,,,,Michael,Rapino,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/18,NA,294,814633,551171,NA,NA,NA,NA
332,PSA,PUBLIC STORAGE,NA,PUBLIC STORAGE (Public Storage Inc prior to 06/2007),10096,0,CAUCASIAN/WHITE,Joe Russell Jr,,,,Joe,Russell Jr,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/19,NA,397,25380,270150,NA,NA,NA,NA
333,ECL,ECOLAB INC,NA,ECOLAB INC,4213,0,CAUCASIAN/WHITE,Doug Baker Jr,,,,Doug,Baker Jr,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,12/2/11,1/1/21,147,10036,51882,NA,NA,NA,NA
334,MMM,3M CO,NA,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),7435,0,CAUCASIAN/WHITE,Mike Roman,,,,Mike,Roman,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/1/19,9/1/23,315,20777,1310783,NA,NA,NA,NA
335,DLR,DIGITAL REALTY TRUST INC,NA,DIGITAL REALTY TRUST INC,160991,0,CAUCASIAN/WHITE,Bill Stein,,,,Bill,Stein,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/1/15,12/13/22,129,641924,374955,NA,NA,NA,NA
336,ORCL,ORACLE CORP,NA,ORACLE CORP,12142,0,CAUCASIAN/WHITE,Safra Catz,,,,Safra,Catz,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/18/19,NA,366,23295,33503,NA,NA,NA,NA
337,TSLA,TESLA INC,NA,TESLA INC (Tesla Motors Inc prior to 02/2017),184996,0,CAUCASIAN/WHITE,Elon Musk,,,,Elon,Musk,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,11/7/18,NA,464,1650150,1090701,NA,NA,NA,NA
338,BIO,BIO-RAD LABORATORIES INC,NA,BIO RAD LABORATORIES INC,2220,0,CAUCASIAN/WHITE,Norman Schwartz,,,,Norman,Schwartz,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/12,NA,54,4311,181631,NA,NA,NA,NA
339,COO,COOPER COS INC (THE),NA,COOPER COMPANIES INC,3504,0,CAUCASIAN/WHITE,Al White III,,,,Al,White III,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,5/1/18,NA,96,7836,517326,NA,NA,NA,NA
340,CVX,CHEVRON CORP,NA,CHEVRON CORP,2991,0,CAUCASIAN/WHITE,Mike Wirth,,,,Mike,Wirth,NA,NA,CEO,Chairman/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,2/1/18,NA,114,6627,343163,NA,NA,NA,NA
341,DPZ,DOMINO'S PIZZA INC,NA,DOMINO'S PIZZA INC,160211,0,CAUCASIAN/WHITE,Ritch Allison Jr,,,,Ritch,Allison Jr,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,7/1/18,4/26/22,133,90132,1110512,NA,NA,NA,NA
342,DGX,QUEST DIAGNOSTICS INC,NA,QUEST DIAGNOSTICS INC,64166,0,CAUCASIAN/WHITE,Steve Rusckowski,,,,Steve,Rusckowski,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/1/17,11/1/22,126,25578,37246,NA,NA,NA,NA
343,OGN,ORGANON & CO,NA,OROGEN ROYALTIES INC (Evrim Resources Corp prior to 08/2020),38821,0,CAUCASIAN/WHITE,Kevin Ali,,,,Kevin,Ali,0,NA,CEO,CEO,Executive Director,0,0,NA,NA,NA,NA,NA,NA,6/1/21,NA,360,1562505,2413290,NA,NA,NA,NA
344,VRSK,VERISK ANALYTICS INC,NA,VERISK ANALYTICS INC,180652,0,CAUCASIAN/WHITE,Scott Stephenson,,,,Scott,Stephenson,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,4/1/16,5/5/22,494,1586724,982579,NA,NA,NA,NA
345,A,AGILENT TECHNOLOGIES INC,NA,AGILENT TECHNOLOGIES INC,126554,0,CAUCASIAN/WHITE,Mike McMullen,,,,Mike,McMullen,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,3/18/15,NA,2,1060,598782,NA,NA,NA,NA
346,AAPL,APPLE INC,NA,APPLE INC (Apple Computer Inc prior to 01/2007),1690,0,CAUCASIAN/WHITE,Tim Cook,,,,Tim,Cook,NA,NA,CEO,CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/24/11,NA,5,2355,55422,NA,NA,NA,NA
347,ADBE,ADOBE INC,NA,ADOBE INC (Adobe Systems Inc prior to 10/2018),12540,1,INDIAN/SOUTH ASIAN,Shantanu Narayen,,,,Shantanu,Narayen,NA,NA,CEO,Chairman/President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,1/27/17,1/13/22,8,808,49351,NA,NA,NA,NA
348,AMAT,APPLIED MATERIALS INC,NA,APPLIED MATERIALS INC,1704,0,CAUCASIAN/WHITE,Gary Dickerson,,,,Gary,Dickerson,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,9/1/13,NA,24,2382,50901,NA,NA,NA,NA
349,AMD,ADVANCED MICRO DEVICES,NA,ADVANCED MICRO DEVICES INC (AMD),1161,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Doctor Lisa Su,,,,Lisa,Su,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,10/8/14,2/14/22,25,881,542142,NA,NA,NA,NA
350,ANET,ARISTA NETWORKS INC,NA,ARISTA NETWORKS INC,20748,1,INDIAN/SOUTH ASIAN,Jayshree Ullal,,,,Jayshree,Ullal,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,6/6/14,12/1/23,30,2073894,765053,NA,NA,NA,NA
351,AVGO,BROADCOM INC,NA,BROADCOM INC (Broadcom Ltd prior to 04/2018),180711,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),Hock Tan,,,,Hock,Tan,NA,NA,CEO,President/CEO,Executive Director,,1,NA,NA,NA,NA,NA,NA,8/6/09,NA,40,817439,102722,NA,NA,NA,NA
